municipio;estado;url_diario_eletronico
Mato Queimado;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Parnaguá;PI;https://parnagua.pi.gov.br/
Parnaguá;PI;http://www.diariooficial.pi.gov.br/
Novo Xingu;RS;https://novoxingu.rs.gov.br/
Novo Xingu;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Parnaíba;PI;https://dom.parnaiba.pi.gov.br/
Parnaíba;PI;http://www.diariooficial.pi.gov.br/
Paulo Bento;RS;https://paulobento.rs.gov.br/
Paulo Bento;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Paulistana;PI;https://paulistana.pi.gov.br/
Paulistana;PI;http://www.diariooficial.pi.gov.br/
Pedras Altas;RS;https://www.pedrasaltas.rs.gov.br/
Pedras Altas;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Pedro II;PI;https://pedroii.pi.gov.br/
Pedro II;PI;http://www.diariooficial.pi.gov.br/
Pinhal da Serra;RS;https://pinhalda-serra.rs.gov.br/
Pinhal da Serra;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Picos;PI;https://www2.picos.pi.gov.br/
Picos;PI;http://www.diariooficial.pi.gov.br/
Pinto Bandeira;RS;https://www.pintobandeira.rs.gov.br/
Pinto Bandeira;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Pimenteiras;PI;https://pimenteiras.pi.gov.br/
Pimenteiras;PI;http://www.diariooficial.pi.gov.br/
Quatro Irmãos;RS;https://www.dioe.com.br/quatroirmaos
Quatro Irmãos;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Pio IX;PI;https://pioix.pi.gov.br/
Pio IX;PI;http://www.diariooficial.pi.gov.br/
Rolador;RS;https://rolador.rs.gov.br/
Rolador;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Piracuruca;PI;https://piracuruca.pi.gov.br/
Piracuruca;PI;http://www.diariooficial.pi.gov.br/
Santa Cecília do Sul;RS;https://santaceciliadosul.rs.gov.br/
Santa Cecília do Sul;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Piripiri;PI;https://piripiri.pi.gov.br/
Piripiri;PI;http://www.diariooficial.pi.gov.br/
Santa Margarida do Sul;RS;https://santamargaridadosul.rs.gov.br/
Santa Margarida do Sul;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Porto;PI;https://porto.pi.gov.br/
Porto;PI;http://www.diariooficial.pi.gov.br/
São José do Sul;RS;https://saojosedosul.rs.gov.br/
São José do Sul;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Prata do Piauí;PI;https://pratadopiaui.pi.gov.br/
Prata do Piauí;PI;http://www.diariooficial.pi.gov.br/
São Pedro das Missões;RS;https://saopedrodasmissoes.rs.gov.br/
São Pedro das Missões;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Redenção do Gurguéia;PI;https://redencaodogurgueia.pi.gov.br/
Redenção do Gurguéia;PI;http://www.diariooficial.pi.gov.br/
Tio Hugo;RS;https://tiohugo.rs.gov.br/
Tio Hugo;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Regeneração;PI;https://regeneracao.pi.gov.br/
Regeneração;PI;http://www.diariooficial.pi.gov.br/
Westfália;RS;https://westfalia.rs.gov.br/
Westfália;RS;https://www.diariomunicipal.com.br/famurs/pesquisar
Ribeiro Gonçalves;PI;https://ribeirogoncalves.pi.gov.br/
Ribeiro Gonçalves;PI;http://www.diariooficial.pi.gov.br/
Figueirão;MS;https://www.figueirao.ms.gov.br/
Figueirão;MS;https://www.diariomunicipal.com.br/ms/pesquisar
Rio Grande do Piauí;PI;https://riograndedopiaui.pi.gov.br/
Rio Grande do Piauí;PI;http://www.diariooficial.pi.gov.br/
Santa Cruz do Piauí;PI;https://santacruz.pi.gov.br/
Santa Cruz do Piauí;PI;http://www.diariooficial.pi.gov.br/
Santa Filomena;PI;https://santafilomena.pi.gov.br/
Santa Filomena;PI;http://www.diariooficial.pi.gov.br/
Ipiranga do Norte;MT;https://ipirangadonorte.mt.gov.br/
Ipiranga do Norte;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Santa Luz;PI;https://santaluz.pi.gov.br/
Santa Luz;PI;http://www.diariooficial.pi.gov.br/
Itanhangá;MT;https://itanhanga.mt.gov.br/
Itanhangá;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Santo Antônio de Lisboa;PI;https://santoantoniodelisboa.pi.gov.br/
Santo Antônio de Lisboa;PI;http://www.diariooficial.pi.gov.br/
Aroeiras do Itaim;PI;https://aroeirasdoitaim.pi.gov.br/
Aroeiras do Itaim;PI;http://www.diariooficial.pi.gov.br/
Santo Inácio do Piauí;PI;https://santoinaciodopiaui.pi.gov.br/
Santo Inácio do Piauí;PI;http://www.diariooficial.pi.gov.br/
São Félix do Piauí;PI;https://saofelixdopiaui.pi.gov.br/
São Félix do Piauí;PI;http://www.diariooficial.pi.gov.br/
São Francisco do Piauí;PI;https://ipmsf.com.br/
São Francisco do Piauí;PI;http://www.diariooficial.pi.gov.br/
São Gonçalo do Piauí;PI;https://saogoncalodopiaui.pi.gov.br/
São Gonçalo do Piauí;PI;http://www.diariooficial.pi.gov.br/
São João da Serra;PI;https://saojoaodaserra.pi.gov.br/
São João da Serra;PI;http://www.diariooficial.pi.gov.br/
São João do Piauí;PI;https://saojoaodopiaui.pi.gov.br/
São João do Piauí;PI;http://www.diariooficial.pi.gov.br/
São José do Peixe;PI;https://saojosedopeixe.pi.gov.br/
São José do Peixe;PI;http://www.diariooficial.pi.gov.br/
São José do Piauí;PI;https://saojosedopiaui.pi.gov.br/
São José do Piauí;PI;http://www.diariooficial.pi.gov.br/
São Julião;PI;https://saojuliao.pi.gov.br/
São Julião;PI;http://www.diariooficial.pi.gov.br/
São Miguel do Tapuio;PI;https://saomigueldotapuio.pi.gov.br/
São Miguel do Tapuio;PI;http://www.diariooficial.pi.gov.br/
São Pedro do Piauí;PI;https://saopedrodopiaui.pi.gov.br/
São Pedro do Piauí;PI;http://www.diariooficial.pi.gov.br/
São Raimundo Nonato;PI;https://saoraimundononato.pi.gov.br/
São Raimundo Nonato;PI;http://www.diariooficial.pi.gov.br/
Simões;PI;https://simoes.pi.gov.br/
Simões;PI;http://www.diariooficial.pi.gov.br/
Simplício Mendes;PI;https://simpliciomendes.pi.gov.br/
Simplício Mendes;PI;http://www.diariooficial.pi.gov.br/
Socorro do Piauí;PI;https://socorrodopiaui.pi.gov.br/
Socorro do Piauí;PI;http://www.diariooficial.pi.gov.br/
Teresina;PI;https://doempi.org/doempi/
Teresina;PI;http://www.diariooficial.pi.gov.br/
União;PI;https://uniao.pi.leg.br/
União;PI;http://www.diariooficial.pi.gov.br/
Uruçuí;PI;https://urucui.pi.gov.br/
Uruçuí;PI;http://www.diariooficial.pi.gov.br/
Valença do Piauí;PI;https://valencadopiaui.pi.gov.br/
Valença do Piauí;PI;http://www.diariooficial.pi.gov.br/
Várzea Grande;PI;https://varzeagrande.pi.gov.br/
Várzea Grande;PI;http://www.diariooficial.pi.gov.br/
Dirceu Arcoverde;PI;https://dirceuarcoverde.pi.gov.br/
Dirceu Arcoverde;PI;http://www.diariooficial.pi.gov.br/
Acarape;CE;https://acarape.ce.gov.br/
Acarape;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Banabuiú;CE;https://banabuiu.ce.gov.br/
Banabuiú;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Barreira;CE;https://barreira.ce.gov.br/
Barreira;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Barroquinha;CE;http://ce.portaldatransparencia.com.br/prefeitura/barroquinha/
Barroquinha;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Chorozinho;CE;https://chorozinho.ce.gov.br/
Chorozinho;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Croatá;CE;https://www.croata.ce.gov.br/diario-oficial.php
Croatá;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Deputado Irapuan Pinheiro;CE;https://deputadoirapuanpinheiro.ce.gov.br/
Deputado Irapuan Pinheiro;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ereré;CE;https://erere.ce.gov.br/
Ereré;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Eusébio;CE;http://ce.portaldatransparencia.com.br/prefeitura/eusebio/
Eusébio;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Graça;CE;https://graca.ce.gov.br/
Graça;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Guaiúba;CE;https://guaiuba.ce.gov.br/
Guaiúba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Horizonte;CE;https://horizonte.aexecutivo.com.br/arquivos_download.php?id=154&pg=diariooficial
Horizonte;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ibaretama;CE;https://ibaretama.ce.gov.br/
Ibaretama;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ibicuitinga;CE;https://ibicuitinga.ce.gov.br/
Ibicuitinga;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ipaporanga;CE;http://ce.portaldatransparencia.com.br/prefeitura/ipaporanga/
Ipaporanga;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Madalena;CE;https://madalena.ce.gov.br/
Madalena;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Miraíma;CE;https://miraima.ce.gov.br/
Miraíma;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ocara;CE;https://ocara.ce.gov.br/
Ocara;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pindoretama;CE;https://camarapindoretama.ce.gov.br/
Pindoretama;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pires Ferreira;CE;https://piresferreira.ce.gov.br/
Pires Ferreira;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Potiretama;CE;https://potiretama.ce.gov.br/
Potiretama;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Salitre;CE;https://salitre.ce.gov.br/
Salitre;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Tarrafas;CE;https://tarrafas.ce.gov.br/
Tarrafas;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Tejuçuoca;CE;https://tejucuoca.ce.gov.br/
Tejuçuoca;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Tururu;CE;https://tururu.ce.gov.br/
Tururu;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Arame;MA;https://www.arame.ma.gov.br/arquivos_download.php?id=650&pg=diariooficial
Arame;MA;https://www.diariomunicipal.com.br/famem/pesquisar
Miranda do Norte;MA;https://transparencia.mirandadonorte.ma.gov.br/index.php?class=export_file&method=export_file_pdf&token=1549&type=DocumentoDiario&extension=PDF
Miranda do Norte;MA;https://www.diariomunicipal.com.br/famem/pesquisar
Santa Luzia do Paruá;MA;https://www.santaluziadoparua.ma.gov.br/arquivos_download.php?id=922&pg=diariooficial
Santa Luzia do Paruá;MA;https://www.diariomunicipal.com.br/famem/pesquisar
Zé Doca;MA;https://zedoca.ma.gov.br/
Zé Doca;MA;https://www.diariomunicipal.com.br/famem/pesquisar
Dom Inocêncio;PI;https://dominocencio.pi.gov.br/
Dom Inocêncio;PI;http://www.diariooficial.pi.gov.br/
São João da Canabrava;PI;https://saojoaodacanabrava.pi.gov.br/
São João da Canabrava;PI;http://www.diariooficial.pi.gov.br/
Passagem Franca do Piauí;PI;https://passagemfrancadopiaui.pi.gov.br/
Passagem Franca do Piauí;PI;http://www.diariooficial.pi.gov.br/
Santa Cruz dos Milagres;PI;https://santacruzdosmilagres.pi.gov.br/
Santa Cruz dos Milagres;PI;http://www.diariooficial.pi.gov.br/
Buriti dos Montes;PI;https://buritidosmontes.pi.gov.br/
Buriti dos Montes;PI;http://www.diariooficial.pi.gov.br/
Cabeceiras do Piauí;PI;https://cabeceirasdopiaui.pi.gov.br/
Cabeceiras do Piauí;PI;http://www.diariooficial.pi.gov.br/
Abaiara;CE;http://ce.portaldatransparencia.com.br/prefeitura/abaiara/
Abaiara;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Acaraú;CE;https://acarau.ce.gov.br/
Acaraú;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Acopiara;CE;http://ce.portaldatransparencia.com.br/prefeitura/acopiara/
Acopiara;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Aiuaba;CE;https://www.aiuaba.ce.gov.br/institucional.php
Aiuaba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Alcântaras;CE;https://alcantaras.ce.gov.br/publicacoes/leis/visualizar/4176
Alcântaras;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Altaneira;CE;https://altaneira.ce.gov.br/
Altaneira;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Alto Santo;CE;https://altosanto.ce.gov.br/
Alto Santo;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Antonina do Norte;CE;https://antoninadonorte.ce.gov.br/
Antonina do Norte;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Apuiarés;CE;https://apuiares.ce.gov.br/
Apuiarés;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Aquiraz;CE;http://ce.portaldatransparencia.com.br/prefeitura/aquiraz/
Aquiraz;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Aracati;CE;https://aracati.ce.gov.br/
Aracati;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Aracoiaba;CE;https://www.dosp.com.br/exibe_do.php?i=MjY5MTky
Aracoiaba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Araripe;CE;https://araripe.ce.gov.br/
Araripe;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Aratuba;CE;http://ce.portaldatransparencia.com.br/prefeitura/aratuba/pt/
Aratuba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Arneiroz;CE;https://www.arneiroz.ce.gov.br/multimidia/licitacao/file-83ab131b5e3e037e64b6bb374d901db0.pdf
Arneiroz;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Assaré;CE;http://ce.portaldatransparencia.com.br/prefeitura/assare/
Assaré;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Aurora;CE;https://cmaurora.ce.gov.br/materias/826
Aurora;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Baixio;CE;https://baixio.ce.gov.br/
Baixio;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Barbalha;CE;http://ce.portaldatransparencia.com.br/prefeitura/barbalha/
Barbalha;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Barro;CE;http://ce.portaldatransparencia.com.br/prefeitura/barro/
Barro;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Baturité;CE;https://baturite.ce.gov.br/
Baturité;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Beberibe;CE;http://ce.portaldatransparencia.com.br/prefeitura/beberibe/
Beberibe;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Bela Cruz;CE;https://belacruz.ce.gov.br/
Bela Cruz;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Boa Viagem;CE;https://www.boaviagem.ce.gov.br/normativosproprios.php?A_PREFEITURA=&pagina=1
Boa Viagem;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Brejo Santo;CE;http://ce.portaldatransparencia.com.br/prefeitura/brejosanto/
Brejo Santo;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Camocim;CE;https://camocim.ce.gov.br/
Camocim;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Campos Sales;CE;https://campossales.ce.gov.br/
Campos Sales;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Canindé;CE;https://caninde.ce.gov.br/arquivos_download.php?id=990&pg=diariooficial
Canindé;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Capistrano;CE;https://capistrano.ce.gov.br/
Capistrano;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Caridade;CE;https://caridade.ce.gov.br/
Caridade;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Cariré;CE;http://ce.portaldatransparencia.com.br/prefeitura/carire/
Cariré;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Caririaçu;CE;http://ce.portaldatransparencia.com.br/prefeitura/caririacu/
Caririaçu;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Cariús;CE;http://ce.portaldatransparencia.com.br/prefeitura/carius/
Cariús;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Carnaubal;CE;https://carnaubal.ce.gov.br/
Carnaubal;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Cascavel;CE;https://cascavel.ce.gov.br/
Cascavel;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Catarina;CE;https://catarina.ce.gov.br/
Catarina;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Caucaia;CE;https://caucaia.ce.gov.br/
Caucaia;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Cedro;CE;http://ce.portaldatransparencia.com.br/prefeitura/cedro/
Cedro;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Chaval;CE;https://chaval.ce.gov.br/diario-oficial/
Chaval;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Sigefredo Pacheco;PI;https://sigefredopacheco.pi.gov.br/
Sigefredo Pacheco;PI;http://www.diariooficial.pi.gov.br/
Coreaú;CE;http://ce.portaldatransparencia.com.br/prefeitura/coreau/
Coreaú;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Crateús;CE;http://ce.portaldatransparencia.com.br/prefeitura/crateus/
Crateús;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Crato;CE;http://ce.portaldatransparencia.com.br/prefeitura/crato/
Crato;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Farias Brito;CE;https://www.fariasbrito.ce.gov.br/
Farias Brito;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Fortaleza;CE;https://www.tce.ce.gov.br/diario-oficial/consulta-por-data-de-edicao
Fortaleza;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Frecheirinha;CE;https://www.frecheirinha.ce.gov.br/normativosproprios.php?pagina=4
Frecheirinha;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
General Sampaio;CE;https://generalsampaio.ce.gov.br/
General Sampaio;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Granja;CE;https://granja.ce.gov.br/
Granja;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Granjeiro;CE;https://granjeiro.ce.gov.br/
Granjeiro;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Groaíras;CE;https://groairas.ce.gov.br/
Groaíras;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Guaraciaba do Norte;CE;https://cmguaraciabadonorte.ce.gov.br/proposicao/828/documento-view
Guaraciaba do Norte;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Guaramiranga;CE;https://guaramiranga.ce.gov.br/
Guaramiranga;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Hidrolândia;CE;https://hidrolandia.ce.gov.br/
Hidrolândia;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ibiapina;CE;http://ce.portaldatransparencia.com.br/prefeitura/ibiapina/
Ibiapina;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Icó;CE;http://ce.portaldatransparencia.com.br/prefeitura/ico/
Icó;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Iguatu;CE;http://ce.portaldatransparencia.com.br/prefeitura/iguatu/
Iguatu;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Independência;CE;https://independencia.ce.gov.br/
Independência;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ipaumirim;CE;https://ipaumirim.ce.gov.br/
Ipaumirim;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ipu;CE;https://ipu.ce.gov.br/
Ipu;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Ipueiras;CE;https://ipueiras.ce.gov.br/
Ipueiras;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Iracema;CE;http://ce.portaldatransparencia.com.br/prefeitura/iracema/
Iracema;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Irauçuba;CE;https://iraucuba.ce.gov.br/
Irauçuba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Itaiçaba;CE;https://itaicaba.ce.gov.br/
Itaiçaba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Itapajé;CE;https://itapaje.ce.gov.br/
Itapajé;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Itapipoca;CE;http://ce.portaldatransparencia.com.br/prefeitura/itapipoca/
Itapipoca;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Itapiúna;CE;https://itapiuna.ce.gov.br/
Itapiúna;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Itatira;CE;https://itatira.ce.gov.br/
Itatira;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jaguaretama;CE;https://jaguaretama.ce.gov.br/
Jaguaretama;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jaguaribara;CE;https://jaguaribara.ce.gov.br/
Jaguaribara;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jaguaribe;CE;https://jaguaribe.ce.gov.br/
Jaguaribe;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jaguaruana;CE;https://jaguaruana.ce.gov.br/
Jaguaruana;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jardim;CE;https://jardim.ce.gov.br/
Jardim;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jati;CE;https://jati.ce.gov.br/
Jati;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Juazeiro do Norte;CE;https://camarajuazeiro.ce.gov.br/wp-content/uploads/2025/08/LEI-N%C2%B0-5879-DE-11-DE-AGOSTO-DE-2025.pdf
Juazeiro do Norte;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Jucás;CE;https://jucas.ce.gov.br/pdfs/diariooficialeletronico/ano1/ano1_01.pdf
Jucás;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Lavras da Mangabeira;CE;https://lavrasdamangabeira.ce.gov.br/normativosproprios.php?A_PREFEITURA=&pagina=137
Lavras da Mangabeira;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Limoeiro do Norte;CE;https://limoeirodonorte.ce.gov.br/
Limoeiro do Norte;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Maranguape;CE;http://ce.portaldatransparencia.com.br/prefeitura/maranguape/
Maranguape;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Marco;CE;https://marco.ce.gov.br/
Marco;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Martinópole;CE;https://martinopole.ce.gov.br/
Martinópole;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Massapê;CE;https://massape.ce.gov.br/
Massapê;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Mauriti;CE;http://ce.portaldatransparencia.com.br/prefeitura/mauriti/
Mauriti;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Meruoca;CE;https://meruoca.ce.gov.br/normativosproprios.php?PREFEITURA=&pagina=57
Meruoca;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Milagres;CE;https://milagres.ce.gov.br/
Milagres;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Missão Velha;CE;https://missaovelha.ce.gov.br/
Missão Velha;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Mombaça;CE;http://ce.portaldatransparencia.com.br/prefeitura/mombaca/
Mombaça;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Monsenhor Tabosa;CE;https://monsenhortabosa.ce.gov.br/
Monsenhor Tabosa;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Morada Nova;CE;https://moradanova.ce.gov.br/
Morada Nova;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Moraújo;CE;https://moraujo.ce.gov.br/
Moraújo;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Morrinhos;CE;https://morrinhos.ce.gov.br/
Morrinhos;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Mucambo;CE;http://ce.portaldatransparencia.com.br/prefeitura/mucambo/
Mucambo;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Mulungu;CE;https://mulungu.ce.gov.br/
Mulungu;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Nova Olinda;CE;https://novaolinda.ce.gov.br/
Nova Olinda;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Nova Russas;CE;https://novarussas.ce.gov.br/
Nova Russas;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Novo Oriente;CE;https://www.novooriente.ce.gov.br/leis.php?pagina=12
Novo Oriente;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Orós;CE;http://ce.portaldatransparencia.com.br/prefeitura/oros/
Orós;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pacajus;CE;https://www.pacajus.ce.gov.br/diariooficial.php
Pacajus;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pacatuba;CE;http://ce.portaldatransparencia.com.br/prefeitura/pacatuba/
Pacatuba;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pacoti;CE;https://pacoti.ce.gov.br/
Pacoti;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pacujá;CE;https://www.pacuja.ce.gov.br/diario-oficial.php
Pacujá;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Palhano;CE;https://www.palhano.ce.gov.br/
Palhano;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Palmácia;CE;https://palmacia.ce.gov.br/
Palmácia;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Paracuru;CE;http://ce.portaldatransparencia.com.br/prefeitura/paracuru/
Paracuru;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Parambu;CE;https://camaraparambu.ce.gov.br/
Parambu;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Paramoti;CE;https://www.paramoti.ce.gov.br/diariooficial.php?id=486
Paramoti;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pedra Branca;CE;https://pedrabranca.ce.gov.br/
Pedra Branca;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Penaforte;CE;https://penaforte.ce.gov.br/
Penaforte;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pentecoste;CE;https://pentecoste.ce.gov.br/
Pentecoste;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Pereiro;CE;https://pereiro.ce.gov.br/
Pereiro;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Piquet Carneiro;CE;https://piquetcarneiro.ce.gov.br/
Piquet Carneiro;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Poranga;CE;http://ce.portaldatransparencia.com.br/prefeitura/poranga/
Poranga;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Porteiras;CE;https://porteiras.ce.gov.br/
Porteiras;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Potengi;CE;https://potengi.ce.gov.br/
Potengi;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Quixadá;CE;https://quixada.ce.gov.br/
Quixadá;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Quixeramobim;CE;http://ce.portaldatransparencia.com.br/prefeitura/quixeramobim/
Quixeramobim;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Quixeré;CE;https://quixere.ce.gov.br/
Quixeré;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Redenção;CE;http://ce.portaldatransparencia.com.br/prefeitura/redencao/
Redenção;CE;https://www.diariomunicipal.com.br/aprece/pesquisar
Reriutaba;CE;https://reriutaba.ce.gov.br/
